id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,target
30,6.06,-2.12,-1.32,6.81,4.09,6.06,6.84,-0.67,-0.21,0.14,-4.52,1.87,1.34,4.1,-0.81,-3.14,1.55,6.84,-1.16,1.55,-9.45,-1.17,1.87,-0.44,-4.5,-2.69,-0.81,-4.5,6.81,-2,4.07,4.07,-2.12,1.7,0.77,4.12,1.87,2.09,-0.81,2.38,0.19,-1.71,-2,-0.17,-0.11,-2.69,0.19,0.19,-1.59,0.53,-4.52,-2.69,6.84,-14.45,-1.48,1.87,-0.05,-4.52,4.1,-0.45,-0.11,0.64,-3.14,-2.75,1.3,0.2,0.14,-0.11,2.09,1.3,-2.69,4.1,-1.16,1.3,-2.12,-5.09,-2.75,1.27,-2,0.82,4.09,6.06,4.12,2.09,4.1,2.09,1.3,-0.59,0.56,-0.11,-1.17,-3.14,-5.09,-2,-1.53,-14.45,0.14,0.14,-2.12,6.81,18
31,1.11,4.35,-1.36,-6.03,-1.63,1.11,4.65,0.27,0.71,-0.86,4.54,-0.54,1.45,-1.21,2.89,-1.49,-3.23,4.65,-1.05,-3.23,8.27,-1.73,-0.54,0.67,1.36,-2.84,2.89,1.36,-6.03,-1.39,-9.24,-9.24,4.35,0.12,1.14,-0.26,-0.54,2.93,2.89,-0.36,-0.26,1.11,-1.39,-0.89,5.06,-2.84,-0.26,-0.26,1.19,0.14,4.54,-2.84,4.65,6.4,-0.2,-0.54,-1.81,4.54,-1.21,1,5.06,-0.03,-1.49,0.08,-10.34,-1.87,-0.86,5.06,2.93,-10.34,-2.84,-1.21,-1.05,-10.34,4.35,-0.75,0.08,-1.05,-1.39,1.58,-1.63,1.11,-0.26,2.93,-1.21,2.93,-10.34,-1.11,0.81,5.06,0.01,-1.49,-0.75,-1.39,0.74,6.4,-0.86,-0.86,4.35,-6.03,6
32,-3.75,-1.38,-2.15,-1.63,1.52,-3.75,-7.36,-2.06,0.46,-0.65,1.76,-1.73,0.43,4.98,-0.88,1.17,3.24,-7.36,3.94,3.24,-8.86,-0.88,-1.73,0.21,-4.07,3.41,-0.88,-4.07,-1.63,-0.3,4.89,4.89,-1.38,-0.15,0.81,12.65,-1.73,3.43,-0.88,-0.33,-0.54,-0.57,-0.3,0.2,-1.24,3.41,-0.54,-0.54,-1.31,-1.71,1.76,3.41,-7.36,-0.3,-0.96,-1.73,2.26,1.76,4.98,-0.63,-1.24,0.32,1.17,-0.49,4.83,1.9,-0.65,-1.24,3.43,4.83,3.41,4.98,3.94,4.83,-1.38,2.88,-0.49,0.85,-0.3,0.09,1.52,-3.75,12.65,3.43,4.98,3.43,4.83,0.4,-0.69,-1.24,1.64,1.17,2.88,-0.3,-1.06,-0.3,-0.65,-0.65,-1.38,-1.63,15
33,-7.08,1.67,1.94,-3.37,0.24,-7.08,2.64,0.51,-0.64,4.04,3.2,0.97,-1.67,7.68,-0.58,5.29,-19.6,2.64,0.21,-19.6,8.57,1.68,0.97,-0.49,-0.68,-2.82,-0.58,-0.68,-3.37,-1.47,-14.56,-14.56,1.67,0.08,0.81,-0.73,0.97,-4.48,-0.58,0.86,-0.42,0.57,-1.47,-2.43,5.43,-2.82,-0.42,-0.42,1.05,1.36,3.2,-2.82,2.64,6.64,1.86,0.97,0.33,3.2,7.68,-0.33,5.43,1.89,5.29,0.53,-8.22,0.65,4.04,5.43,-4.48,-8.22,-2.82,7.68,0.21,-8.22,1.67,-0.52,0.53,0.76,-1.47,0.16,0.24,-7.08,-0.73,-4.48,7.68,-4.48,-8.22,0.82,-0.24,5.43,0.88,5.29,-0.52,-1.47,-0.71,6.64,4.04,4.04,1.67,-3.37,6
34,5.44,-1.11,-1.14,-6.63,2.22,5.44,2.83,0.43,-0.14,-1.21,-0.09,-3.31,0.3,3.29,-3.51,0.93,-3.41,2.83,2.99,-3.41,-0.29,-0.22,-3.31,-1.15,0.03,-0.78,-3.51,0.03,-6.63,0.68,6.39,6.39,-1.11,-0.02,-0.53,-1.28,-3.31,-3.42,-3.51,-0.16,-2.96,0.79,0.68,-0.74,-0.99,-0.78,-2.96,-2.96,-3.06,0.39,-0.09,-0.78,2.83,-9.95,-0.73,-3.31,1.02,-0.09,3.29,0.4,-0.99,0.68,0.93,-2.65,5.83,3.08,-1.21,-0.99,-3.42,5.83,-0.78,3.29,2.99,5.83,-1.11,1.55,-2.65,-0.51,0.68,-0.15,2.22,5.44,-1.28,-3.42,3.29,-3.42,5.83,1.17,0.33,-0.99,-0.69,0.93,1.55,0.68,-0.52,-9.95,-1.21,-1.21,-1.11,-6.63,16
35,-2.95,-3.6,0.32,1.82,3.08,-2.95,10.42,3.45,0.4,4.53,0.53,-1.6,-0.23,-9.05,-1.02,2.37,-17.63,10.42,-2.07,-17.63,-10.83,-0.4,-1.6,0.56,-3.7,-1.3,-1.02,-3.7,1.82,2.34,-5.83,-5.83,-3.6,-0.06,-0.41,6.06,-1.6,-1.97,-1.02,-0.43,-2.22,-0.9,2.34,-0.75,-1.63,-1.3,-2.22,-2.22,-2.35,0.66,0.53,-1.3,10.42,-3.96,-0.17,-1.6,1.66,0.53,-9.05,-0.33,-1.63,-0.52,2.37,2.74,9,-1.43,4.53,-1.63,-1.97,9,-1.3,-9.05,-2.07,9,-3.6,-6.51,2.74,0.47,2.34,-0.33,3.08,-2.95,6.06,-1.97,-9.05,-1.97,9,-1.67,-1.23,-1.63,0.59,2.37,-6.51,2.34,-0.43,-3.96,4.53,4.53,-3.6,1.82,7
36,-1.01,-0.48,-3.26,2.41,-0.87,-1.01,5.05,-3.42,0.04,3.17,1.8,1.07,-0.12,-0.14,-1.76,1.88,-2.87,5.05,-2.78,-2.87,-3.31,0.78,1.07,0.64,1.03,2.81,-1.76,1.03,2.41,-0.74,1.58,1.58,-0.48,0.94,-0.07,-0.62,1.07,0.82,-1.76,-0.87,1.55,-1.35,-0.74,0.77,1.76,2.81,1.55,1.55,0.99,1.39,1.8,2.81,5.05,2.65,-0.47,1.07,-0.07,1.8,-0.14,0.36,1.76,1.36,1.88,-0.56,-4.74,0.66,3.17,1.76,0.82,-4.74,2.81,-0.14,-2.78,-4.74,-0.48,-1.35,-0.56,1.52,-0.74,0.15,-0.87,-1.01,-0.62,0.82,-0.14,0.82,-4.74,-0.04,1.52,1.76,0.01,1.88,-1.35,-0.74,2.02,2.65,3.17,3.17,-0.48,2.41,7
37,-9.4,-2.85,-1.98,3.02,-4.82,-9.4,-4.55,1.53,1.51,6.5,3.82,2.56,-0.27,-1.89,5.2,0.91,1.05,-4.55,2.2,1.05,-7.19,-1.18,2.56,2.87,4.66,1.32,5.2,4.66,3.02,0.21,-3.01,-3.01,-2.85,1.3,0.57,-5.15,2.56,0.09,5.2,0.41,4.09,0.58,0.21,0.04,-2.55,1.32,4.09,4.09,0.63,0.46,3.82,1.32,-4.55,7.69,-0.95,2.56,-0.18,3.82,-1.89,0.16,-2.55,-0.12,0.91,-3.16,3.55,-4.2,6.5,-2.55,0.09,3.55,1.32,-1.89,2.2,3.55,-2.85,0.2,-3.16,0.72,0.21,-0.6,-4.82,-9.4,-5.15,0.09,-1.89,0.09,3.55,0.5,1.49,-2.55,0.2,0.91,0.2,0.21,1.41,7.69,6.5,6.5,-2.85,3.02,13
38,4.43,-5.25,1.17,3.31,0.62,4.43,-19.07,0.52,1.87,-0.64,-2.67,-3.28,0.6,8.86,-2.22,-1.29,4.61,-19.07,0.87,4.61,-12.07,-1.18,-3.28,1.2,-0.54,3.76,-2.22,-0.54,3.31,2.72,12.24,12.24,-5.25,0.64,-0.21,0.71,-3.28,2.85,-2.22,-0.69,1.55,-1.57,2.72,-0.02,-1.55,3.76,1.55,1.55,0.34,-1.52,-2.67,3.76,-19.07,1.46,-0.29,-3.28,1.27,-2.67,8.86,2,-1.55,-0.27,-1.29,-2.9,4.72,6.43,-0.64,-1.55,2.85,4.72,3.76,8.86,0.87,4.72,-5.25,4.56,-2.9,2.17,2.72,1,0.62,4.43,0.71,2.85,8.86,2.85,4.72,-1.59,0.27,-1.55,-1.64,-1.29,4.56,2.72,0.5,1.46,-0.64,-0.64,-5.25,3.31,9
39,13.24,0.97,-0.54,-0.59,-3.03,13.24,8.2,0.36,1.02,2.24,-1.31,-4.13,-0.13,2.37,-2.94,-3.11,0.52,8.2,1.22,0.52,0.57,-0.28,-4.13,0.41,1.44,-1.63,-2.94,1.44,-0.59,2.05,-2.06,-2.06,0.97,0.27,-0.23,-22.64,-4.13,-6.03,-2.94,-0.69,-0.81,-0.39,2.05,-0.44,-5.03,-1.63,-0.81,-0.81,3.14,-2.78,-1.31,-1.63,8.2,-15.52,0.83,-4.13,-0.93,-1.31,2.37,-0.07,-5.03,0.1,-3.11,-7.57,3.49,-1.26,2.24,-5.03,-6.03,3.49,-1.63,2.37,1.22,3.49,0.97,-2.08,-7.57,-0.5,2.05,-0.37,-3.03,13.24,-22.64,-6.03,2.37,-6.03,3.49,-0.51,1.09,-5.03,0.27,-3.11,-2.08,2.05,-0.22,-15.52,2.24,2.24,0.97,-0.59,8
40,5.04,0.85,2.12,3.32,-1.62,5.04,-6.54,4.45,-0.15,-2.99,0.49,-4.85,-0.52,-16.32,1.95,-1.24,2.98,-6.54,1.06,2.98,-4.28,0.25,-4.85,0.79,-1.49,-0.21,1.95,-1.49,3.32,1.95,-4.1,-4.1,0.85,-0.12,1.23,5.67,-4.85,5.5,1.95,1.86,-0.28,0.69,1.95,-0.38,-5.01,-0.21,-0.28,-0.28,-0.43,-0.19,0.49,-0.21,-6.54,4.71,-0.76,-4.85,-1.57,0.49,-16.32,1.64,-5.01,-1.59,-1.24,1.73,7.78,-0.77,-2.99,-5.01,5.5,7.78,-0.21,-16.32,1.06,7.78,0.85,-5,1.73,0.08,1.95,-0.38,-1.62,5.04,5.67,5.5,-16.32,5.5,7.78,0.3,-0.06,-5.01,0.36,-1.24,-5,1.95,-0.37,4.71,-2.99,-2.99,0.85,3.32,14
41,1,1.39,-2.12,1.87,-1.04,1,-1.01,-1.47,-1.61,-0.99,-2.61,0.66,0.9,-7.58,-1.04,2.86,5.04,-1.01,-0.52,5.04,3.89,0.42,0.66,0.94,2.94,1.69,-1.04,2.94,1.87,1.13,10.03,10.03,1.39,0.77,-0.14,-5.26,0.66,1.99,-1.04,0.54,-1.09,1.75,1.13,-0.48,-0.79,1.69,-1.09,-1.09,0.67,0.28,-2.61,1.69,-1.01,1.09,-0.93,0.66,0.45,-2.61,-7.58,-2.55,-0.79,-0.52,2.86,0.72,-1.02,1.63,-0.99,-0.79,1.99,-1.02,1.69,-7.58,-0.52,-1.02,1.39,0.4,0.72,-1.35,1.13,-0.42,-1.04,1,-5.26,1.99,-7.58,1.99,-1.02,-0.29,0.53,-0.79,0.03,2.86,0.4,1.13,0.61,1.09,-0.99,-0.99,1.39,1.87,4
42,-5.11,-4.6,-3.84,-1.03,-0.78,-5.11,1.75,1.51,0.9,0.97,-0.01,4.05,1.26,6.4,5.49,2.19,-14.12,1.75,-2.5,-14.12,-0.01,-0.27,4.05,-0.42,-1.14,-3.32,5.49,-1.14,-1.03,0.58,-9.86,-9.86,-4.6,-1.01,-0.45,-2.8,4.05,-2.37,5.49,1.87,-3.82,1.11,0.58,1.41,0.81,-3.32,-3.82,-3.82,3.93,-0.41,-0.01,-3.32,1.75,-4.36,-0.33,4.05,1.28,-0.01,6.4,2.1,0.81,1.82,2.19,0.01,4.07,-4.95,0.97,0.81,-2.37,4.07,-3.32,6.4,-2.5,4.07,-4.6,1.61,0.01,-0.19,0.58,-0.14,-0.78,-5.11,-2.8,-2.37,6.4,-2.37,4.07,0.32,0.99,0.81,0.53,2.19,1.61,0.58,0.34,-4.36,0.97,0.97,-4.6,-1.03,19
43,6.01,-3.39,-1.06,-4.39,-6.28,6.01,0.66,-2.66,-0.41,2.51,1.36,2.41,-0.14,1.32,3.1,-5.09,-1.77,0.66,-0.16,-1.77,2.26,-2.36,2.41,0.48,-0.64,2.77,3.1,-0.64,-4.39,1.07,-7.75,-7.75,-3.39,0.21,0.56,-8.53,2.41,-2.11,3.1,0.99,0.39,0.36,1.07,-1.03,-0.29,2.77,0.39,0.39,1.39,-0.63,1.36,2.77,0.66,-7.16,-0.97,2.41,1.73,1.36,1.32,-0.5,-0.29,1.12,-5.09,-3.28,4.95,-2.5,2.51,-0.29,-2.11,4.95,2.77,1.32,-0.16,4.95,-3.39,-3.6,-3.28,-0.79,1.07,-0.56,-6.28,6.01,-8.53,-2.11,1.32,-2.11,4.95,0.49,0.13,-0.29,-0.35,-5.09,-3.6,1.07,-1.5,-7.16,2.51,2.51,-3.39,-4.39,17
44,0.23,0.68,5.39,0.09,2.13,0.23,14.65,-3.25,1.5,3.27,-3.3,-1.33,0.24,9.7,6.46,-3.13,8.64,14.65,-0.23,8.64,10.04,-0.25,-1.33,1.32,8.07,-6.76,6.46,8.07,0.09,-3.12,3.6,3.6,0.68,2.63,-1.66,-6.44,-1.33,0.05,6.46,-1.32,-5.51,-0.24,-3.12,1.49,-3.34,-6.76,-5.51,-5.51,0.57,-0.94,-3.3,-6.76,14.65,2.14,-0.98,-1.33,1.39,-3.3,9.7,0.59,-3.34,-0.71,-3.13,2.55,6.41,-1.6,3.27,-3.34,0.05,6.41,-6.76,9.7,-0.23,6.41,0.68,2.47,2.55,1.8,-3.12,-1.72,2.13,0.23,-6.44,0.05,9.7,0.05,6.41,-0.09,-1.11,-3.34,-0.73,-3.13,2.47,-3.12,0.59,2.14,3.27,3.27,0.68,0.09,13
45,-9.05,2.8,0.57,3.31,-2.56,-9.05,6.64,4.69,-0.93,3.62,-0.17,-2.31,-1.64,0.53,4.19,-1.27,-10.23,6.64,-7.69,-10.23,-3.42,-0.73,-2.31,0.07,5.21,1.31,4.19,5.21,3.31,-3.47,-1.89,-1.89,2.8,0.05,1.11,-13.75,-2.31,-2.29,4.19,0.69,0.4,-2.03,-3.47,0.34,-0.09,1.31,0.4,0.4,-0.3,-0.95,-0.17,1.31,6.64,24.03,0.31,-2.31,-0.29,-0.17,0.53,-1.02,-0.09,0.1,-1.27,4.04,12.28,4.82,3.62,-0.09,-2.29,12.28,1.31,0.53,-7.69,12.28,2.8,3.8,4.04,-1.12,-3.47,1.27,-2.56,-9.05,-13.75,-2.29,0.53,-2.29,12.28,0.14,0.84,-0.09,0.17,-1.27,3.8,-3.47,0.18,24.03,3.62,3.62,2.8,3.31,4
46,0.88,-1.26,2.45,7.38,2.26,0.88,2.01,-1.8,0.82,-3.46,-3.32,2.45,-1,7.34,-0.26,0.56,14.64,2.01,-2.31,14.64,8.1,0.41,2.45,0.87,6.1,-4,-0.26,6.1,7.38,-2.19,5.24,5.24,-1.26,0.42,1.76,-1.14,2.45,-1.74,-0.26,0.22,-0.58,-0.23,-2.19,0.18,-1.69,-4,-0.58,-0.58,3.26,-0.96,-3.32,-4,2.01,0.98,-0.24,2.45,-0.55,-3.32,7.34,0.85,-1.69,0.01,0.56,2.29,-6.67,-3.78,-3.46,-1.69,-1.74,-6.67,-4,7.34,-2.31,-6.67,-1.26,6.7,2.29,1.44,-2.19,1.67,2.26,0.88,-1.14,-1.74,7.34,-1.74,-6.67,-2.04,-0.53,-1.69,-0.54,0.56,6.7,-2.19,0.08,0.98,-3.46,-3.46,-1.26,7.38,7
47,-5.87,0.43,-5.6,-6.49,-1.03,-5.87,-3.27,-2.03,-0.2,1.74,-3.31,3.02,-0.69,4.29,2.53,2.73,-5,-3.27,5.83,-5,-0.19,-0.19,3.02,0.02,-2.39,1.98,2.53,-2.39,-6.49,-1.38,12.67,12.67,0.43,2.45,1.11,-3.82,3.02,0.52,2.53,0.11,-2.82,-1.83,-1.38,1.67,0.68,1.98,-2.82,-2.82,-4.94,-0.68,-3.31,1.98,-3.27,-7.02,-2.28,3.02,-0.18,-3.31,4.29,-0.76,0.68,0.28,2.73,-3.17,12.81,6.55,1.74,0.68,0.52,12.81,1.98,4.29,5.83,12.81,0.43,0.55,-3.17,0.42,-1.38,-0.58,-1.03,-5.87,-3.82,0.52,4.29,0.52,12.81,-0.49,-0.45,0.68,0.94,2.73,0.55,-1.38,-0.84,-7.02,1.74,1.74,0.43,-6.49,10
48,-2.4,-1.98,-3.15,-6.86,0.25,-2.4,-2.35,-1.57,-0.53,4.25,-1.5,-0.7,0.79,25.26,-3.96,0.61,-5.98,-2.35,3.17,-5.98,-0.17,1.05,-0.7,0.24,-4.53,3.78,-3.96,-4.53,-6.86,-2.26,-11.49,-11.49,-1.98,1.16,-1.28,7.22,-0.7,-7.15,-3.96,-0.6,4.65,1.54,-2.26,0.51,10.2,3.78,4.65,4.65,-0.54,0.43,-1.5,3.78,-2.35,-12.49,0.39,-0.7,-0.5,-1.5,25.26,-1.97,10.2,1.51,0.61,-2.97,0.34,-1.5,4.25,10.2,-7.15,0.34,3.78,25.26,3.17,0.34,-1.98,2.03,-2.97,1.4,-2.26,-1.6,0.25,-2.4,7.22,-7.15,25.26,-7.15,0.34,0.52,-0.53,10.2,0.52,0.61,2.03,-2.26,-0.13,-12.49,4.25,4.25,-1.98,-6.86,4
49,1.17,1.8,-0.8,-7.73,-4.98,1.17,-3.02,-8.09,0.85,-1.79,-4.43,4.98,0.89,4.14,3.08,1.47,6.77,-3.02,2.64,6.77,19.78,1.75,4.98,-1.13,3.43,-2.03,3.08,3.43,-7.73,3.77,13.7,13.7,1.8,-1.78,-0.51,-19.85,4.98,-3.68,3.08,0.37,-2.95,1.35,3.77,-0.37,-2.29,-2.03,-2.95,-2.95,1.54,0.56,-4.43,-2.03,-3.02,-7.51,-2.33,4.98,0.51,-4.43,4.14,-2.19,-2.29,-0.93,1.47,0.41,-2.75,2.66,-1.79,-2.29,-3.68,-2.75,-2.03,4.14,2.64,-2.75,1.8,5.2,0.41,-0.32,3.77,1.29,-4.98,1.17,-19.85,-3.68,4.14,-3.68,-2.75,-0.3,1.57,-2.29,0.73,1.47,5.2,3.77,-0.17,-7.51,-1.79,-1.79,1.8,-7.73,0
50,-4.3,-0.62,4.37,-4.7,2.52,-4.3,-23.99,-1.17,-0.48,0.67,-1.38,-0.59,2.22,13.71,1.8,2.36,6.22,-23.99,5.11,6.22,-2.49,-1.46,-0.59,1.08,-2.23,5.45,1.8,-2.23,-4.7,0.57,-4.82,-4.82,-0.62,-0.14,0,15.82,-0.59,4.96,1.8,2.44,2.21,-0.87,0.57,0.8,4.05,5.45,2.21,2.21,2.2,0.32,-1.38,5.45,-23.99,1.19,-0.72,-0.59,1.66,-1.38,13.71,-1.41,4.05,-0.1,2.36,-3.63,-6.66,-0.13,0.67,4.05,4.96,-6.66,5.45,13.71,5.11,-6.66,-0.62,0.95,-3.63,1.22,0.57,0.85,2.52,-4.3,15.82,4.96,13.71,4.96,-6.66,-0.52,0.43,4.05,-1.8,2.36,0.95,0.57,0.62,1.19,0.67,0.67,-0.62,-4.7,18
51,-7.11,-0.02,1.36,-5.22,3.93,-7.11,-0.76,0.94,1.81,4.14,-0.13,3.97,-0.48,4.77,0,-0.12,-6.14,-0.76,-4.38,-6.14,-21.23,0.71,3.97,0.13,-1.63,-1.18,0,-1.63,-5.22,3.84,11.31,11.31,-0.02,1.19,-2.28,-5.13,3.97,-3.93,0,-1.77,6.12,0.71,3.84,0.33,0.05,-1.18,6.12,6.12,-5.29,1.27,-0.13,-1.18,-0.76,-0.72,-0.35,3.97,-0.29,-0.13,4.77,1.5,0.05,-0.17,-0.12,-5.6,-14.33,2.19,4.14,0.05,-3.93,-14.33,-1.18,4.77,-4.38,-14.33,-0.02,2.74,-5.6,-0.54,3.84,-1.46,3.93,-7.11,-5.13,-3.93,4.77,-3.93,-14.33,0.38,1.72,0.05,-0.81,-0.12,2.74,3.84,-1.33,-0.72,4.14,4.14,-0.02,-5.22,1
52,-5.69,-0.94,0.87,0.21,-0.3,-5.69,0.99,0.66,-0.49,1.95,0.89,2.25,0.01,-10.9,2.51,2.57,-2.34,0.99,-3.02,-2.34,-2.23,0.84,2.25,1.82,5.24,-0.18,2.51,5.24,0.21,3.32,7.42,7.42,-0.94,-1.25,0.01,-6.56,2.25,-0.54,2.51,0.34,0.41,0.07,3.32,-1.98,-3.17,-0.18,0.41,0.41,-0.72,-1.02,0.89,-0.18,0.99,7.31,-0.59,2.25,-1.45,0.89,-10.9,-0.67,-3.17,1.3,2.57,1.81,-1.43,0.09,1.95,-3.17,-0.54,-1.43,-0.18,-10.9,-3.02,-1.43,-0.94,0,1.81,0.51,3.32,1.4,-0.3,-5.69,-6.56,-0.54,-10.9,-0.54,-1.43,1.01,0.51,-3.17,-2.01,2.57,0,3.32,-0.35,7.31,1.95,1.95,-0.94,0.21,11
53,-14.56,2.56,1.17,3.73,-2.27,-14.56,-8.43,2.22,-0.81,0.72,0.1,7.4,0.28,-3.01,2.58,-1.74,3.37,-8.43,4.13,3.37,11.17,0.38,7.4,-1.06,0.32,-1.79,2.58,0.32,3.73,1.45,4.14,4.14,2.56,0.69,-1.42,-10.32,7.4,-0.38,2.58,-1.39,3.21,0.55,1.45,-0.53,2.7,-1.79,3.21,3.21,0.43,0.99,0.1,-1.79,-8.43,7.77,1.75,7.4,-0.76,0.1,-3.01,0.34,2.7,0.41,-1.74,4.02,-4.45,1.38,0.72,2.7,-0.38,-4.45,-1.79,-3.01,4.13,-4.45,2.56,2.77,4.02,-0.87,1.45,-0.26,-2.27,-14.56,-10.32,-0.38,-3.01,-0.38,-4.45,-0.28,1.25,2.7,0.65,-1.74,2.77,1.45,0.49,7.77,0.72,0.72,2.56,3.73,14
54,0.12,-1.96,-0.01,-2.88,0.91,0.12,0.21,-3.22,-0.66,1.07,-5.05,-1.27,1.77,1.05,3.1,-2.7,18.5,0.21,3.26,18.5,-6.82,1.26,-1.27,0.33,3.06,2.69,3.1,3.06,-2.88,-0.71,17.79,17.79,-1.96,0.48,0.71,6.96,-1.27,2.51,3.1,-0.34,0.17,-0.89,-0.71,-0.86,-3.76,2.69,0.17,0.17,-6.43,0.06,-5.05,2.69,0.21,-5.12,-1.02,-1.27,0.73,-5.05,1.05,0.87,-3.76,-0.2,-2.7,0.44,15.04,1.01,1.07,-3.76,2.51,15.04,2.69,1.05,3.26,15.04,-1.96,1.46,0.44,-0.02,-0.71,-0.38,0.91,0.12,6.96,2.51,1.05,2.51,15.04,0.5,1.37,-3.76,1.8,-2.7,1.46,-0.71,-0.04,-5.12,1.07,1.07,-1.96,-2.88,10
55,0.86,-1.17,1.24,-4.69,-1.2,0.86,11.61,-1.61,1.08,0.33,4.73,-2.33,-0.61,-2.38,-1.7,3.85,-11.95,11.61,-2.44,-11.95,6.31,-0.41,-2.33,-0.54,-0.05,0.84,-1.7,-0.05,-4.69,-1.76,-14.51,-14.51,-1.17,1.82,0.83,5.46,-2.33,-3.97,-1.7,1.19,-6.95,-1.68,-1.76,-0.67,-1.75,0.84,-6.95,-6.95,1.88,0.43,4.73,0.84,11.61,5.6,-0.64,-2.33,-0.43,4.73,-2.38,0.42,-1.75,-0.3,3.85,3.04,3.46,-3.9,0.33,-1.75,-3.97,3.46,0.84,-2.38,-2.44,3.46,-1.17,1.18,3.04,-1.34,-1.76,-0.23,-1.2,0.86,5.46,-3.97,-2.38,-3.97,3.46,-0.83,0.7,-1.75,0.01,3.85,1.18,-1.76,-0.42,5.6,0.33,0.33,-1.17,-4.69,15
56,-2.18,3.39,0.8,-1.51,-0.73,-2.18,1.64,-1.54,-0.23,-0.33,4.57,6.28,0.23,-3.8,-0.81,-3.52,9.72,1.64,3.8,9.72,-0.04,-0.1,6.28,-1.71,-0.61,0.38,-0.81,-0.61,-1.51,-4.15,6.34,6.34,3.39,-1.3,0.45,-0.71,6.28,2.6,-0.81,-0.3,0.89,-2.05,-4.15,-0.52,-0.19,0.38,0.89,0.89,-4.12,0.19,4.57,0.38,1.64,4,0.05,6.28,-0.96,4.57,-3.8,-0.86,-0.19,-0.45,-3.52,-5.68,-11.93,0.71,-0.33,-0.19,2.6,-11.93,0.38,-3.8,3.8,-11.93,3.39,0.99,-5.68,-0.26,-4.15,-1.69,-0.73,-2.18,-0.71,2.6,-3.8,2.6,-11.93,0.7,-0.73,-0.19,0.79,-3.52,0.99,-4.15,-2.48,4,-0.33,-0.33,3.39,-1.51,4
57,6.47,-2.39,-1.27,-10.98,-0.42,6.47,6.33,-3.57,-1.68,-2.37,0.26,2.33,-1.42,-6.73,-2.53,-3.85,12.74,6.33,2.67,12.74,6.24,0.14,2.33,-0.58,3.31,-0.77,-2.53,3.31,-10.98,5.33,15.75,15.75,-2.39,-0.3,-2.09,-4.14,2.33,-5.17,-2.53,-1.13,1.28,0.48,5.33,0.02,-0.71,-0.77,1.28,1.28,-5.43,1.31,0.26,-0.77,6.33,-17.26,-1.13,2.33,-1.71,0.26,-6.73,1.28,-0.71,-1.28,-3.85,0.52,-2.54,-2,-2.37,-0.71,-5.17,-2.54,-0.77,-6.73,2.67,-2.54,-2.39,1.47,0.52,0.97,5.33,-1.67,-0.42,6.47,-4.14,-5.17,-6.73,-5.17,-2.54,0.92,0.28,-0.71,0.39,-3.85,1.47,5.33,1.41,-17.26,-2.37,-2.37,-2.39,-10.98,17
58,-3.88,5.12,-3.97,6.29,-3,-3.88,8.62,-2.14,1.46,-4.63,0.26,0.77,-0.51,-20.06,2.26,4.49,6.01,8.62,-3.05,6.01,11.74,1.47,0.77,-0.98,4.04,0.7,2.26,4.04,6.29,-0.62,0.26,0.26,5.12,0.68,-1.32,-2.18,0.77,0.7,2.26,0.39,0.82,0.4,-0.62,-0.41,-4.73,0.7,0.82,0.82,2.26,-0.74,0.26,0.7,8.62,5.94,1.05,0.77,-1.95,0.26,-20.06,1.74,-4.73,1.26,4.49,8.41,5.05,-2.14,-4.63,-4.73,0.7,5.05,0.7,-20.06,-3.05,5.05,5.12,-3.9,8.41,-0.47,-0.62,1.28,-3,-3.88,-2.18,0.7,-20.06,0.7,5.05,0.64,0.19,-4.73,0.28,4.49,-3.9,-0.62,0.51,5.94,-4.63,-4.63,5.12,6.29,17
59,3.3,-3.81,-4.58,7.05,0.29,3.3,-6.05,0.82,-1.19,-1.44,0.86,-4.79,-1.25,14.91,1.55,3.96,-4.78,-6.05,0.83,-4.78,-1.51,-0.04,-4.79,0.16,2.33,-3.22,1.55,2.33,7.05,-3.01,-8.65,-8.65,-3.81,1.49,0.74,5.71,-4.79,0.12,1.55,-0.3,2.63,-1.48,-3.01,-0.21,0.2,-3.22,2.63,2.63,4.05,0.42,0.86,-3.22,-6.05,-2.56,-0.56,-4.79,0.46,0.86,14.91,0.02,0.2,1.51,3.96,-1.3,7.06,0.07,-1.44,0.2,0.12,7.06,-3.22,14.91,0.83,7.06,-3.81,0.09,-1.3,1.16,-3.01,1.09,0.29,3.3,5.71,0.12,14.91,0.12,7.06,-1.01,1.72,0.2,0.59,3.96,0.09,-3.01,-0.76,-2.56,-1.44,-1.44,-3.81,7.05,19
